laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight (Kg);Price_euros
468;Acer;TravelMate B;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;Windows 10;1.4;43500
469;Asus;Pro P2540UA-AB51;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.37;74900
470;Lenovo;IdeaPad 510s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;AMD Radeon R7 M460;No OS;1.5;79900
471;Lenovo;Thinkpad P51;Notebook;156;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;256GB SSD;Nvidia Quadro M2200M;Windows 10;2.67;209000
472;Asus;X541NA-PD1003Y (N4200/4GB/500GB/W10);Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 500;Windows 10;2;30400
473;Acer;Aspire 5;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Nvidia GeForce GTX 940MX;Windows 10;2.2;46900
474;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;2TB HDD;AMD Radeon 530;Windows 10;2.02;75900
475;HP;Omen 17-an006nv;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.78;169900
476;Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;12;256GB SSD;Intel HD Graphics 520;Windows 10;1.4;185800
477;HP;Spectre x360;2 in 1 Convertible;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.29;199900
478;HP;ZBook 15u;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500GB HDD;AMD FirePro W4190M ;Windows 10;1.9;115400
479;Google;Pixelbook (Core;Ultrabook;123;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8;128GB SSD;Intel HD Graphics 615;Chrome OS;1.1;127500
480;Dell;Latitude 7390;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.42;184185
481;Asus;ZenBook Pro;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12;128GB SSD +  1TB HDD;Intel HD Graphics 530;Windows 10;2.06;129900
482;Dell;Latitude E5470;Notebook;14;1366x768;Intel Core i3 6100U 2.3GHz;8;128GB SSD;Intel HD Graphics 520;Windows 10;1.79;74000
483;Dell;Precision M5520;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M1200;Windows 10;1.78;240800
484;Lenovo;Thinkpad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;180GB SSD;Intel HD Graphics 620;Windows 10;1.7;136400
485;Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;AMD Radeon 520;Windows 10;2.2;67500
486;Toshiba;Portege X30-D-10J;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;167200
487;Dell;Inspiron 7570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.16;126200
488;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;58660
489;HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;128GB SSD;Intel UHD Graphics 620;Windows 10;1.49;72600
490;Chuwi;Lapbook 15,6;Notebook;156;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;64GB Flash Storage;Intel HD Graphics;Windows 10;1.89;24890
491;Lenovo;ThinkPad E570;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.3;56500
492;Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.75;104900
493;Dell;Precision 3520;Workstation;156;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro M620;Windows 10;2.17;233800
494;Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;189900
495;Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.36;179800
496;Asus;Zenbook UX390UA;Ultrabook;125;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;0.91;195000
497;Lenovo;Thinkpad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.3;101199
498;Toshiba;Portege X30-D-10L;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;32;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;279900
499;Asus;VivoBook Pro;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1.99;135000
500;Acer;Aspire 5;Notebook;156;1366x768;AMD A10-Series 9620P 2.5GHz;8;1TB HDD;AMD Radeon RX 540;Windows 10;2.2;57900
501;Asus;Rog G752VL-UH71T;Gaming;173;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24;256GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;4.33;126900
502;Lenovo;Thinkpad X260;Ultrabook;125;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 10;1.3;109900
503;Lenovo;Ideapad 520-15IKBR;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.17;89890
504;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;1TB SSD;Intel HD Graphics 620;Windows 10;1.48;174900
505;Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.4;94900
506;Lenovo;ThinkPad L570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;91100
507;Asus;VivoBook E201NA;Netbook;116;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;64GB Flash Storage;Intel HD Graphics 500;Windows 10 S;1.2;34000
508;HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon 520;Windows 10;1.91;61899
509;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.4;159900
510;Lenovo;IdeaPad 320-14IAP;Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500GB HDD;Intel HD Graphics 500;Windows 10;2.1;29900
511;Lenovo;Chromebook N23;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB SSD;Intel HD Graphics 400;Chrome OS;1.25;26500
512;Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.44;94900
513;Asus;ZenBook UX510UX-CN211T;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2;122400
514;Acer;Aspire A515-51G-59QF;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;1TB HDD;Nvidia GeForce MX150;Windows 10;2.2;61300
515;HP;Envy 13-AB002nv;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.34;132300
516;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4;114900
517;Dell;XPS 13;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.29;89900
518;Acer;Aspire A515-51G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500GB HDD;Nvidia GeForce 940MX;Windows 10;2.2;63900
519;Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;83600
520;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;121924
521;Xiaomi;Mi Notebook;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD;Nvidia GeForce MX150;No OS;1.95;139995
522;Asus;VivoBook E12;Netbook;116;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.1;24500
523;HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;156;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4;1TB HDD;Intel UHD Graphics 620;Windows 10;2.04;52147
524;Asus;ROG Zephyrus;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;24;512GB SSD;Nvidia GeForce GTX1080;Windows 10;2.24;296800
525;HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04;88900
526;Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX1050 Ti;Windows 10;3;150400
527;Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;139900
528;HP;Spectre X360;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;139900
529;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;127973
530;HP;ProBook 440;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.63;68900
531;Dell;Inspiron 5770;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8;88900
532;Lenovo;ThinkPad L470;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;2.02;134000
533;Lenovo;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.2;79900
534;Lenovo;IdeaPad 320-15ISK;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;8;2TB HDD;Nvidia GeForce 920MX ;No OS;2.2;45900
535;Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon R5 M430;Windows 10;2.3;58500
536;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.9;137700
537;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;301277
538;Toshiba;Satellite Pro;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;2.0;86000
539;Asus;Zenbook UX510UW-FI095T;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2;129900
540;Mediacom;SmartBook Edge;Notebook;133;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB SSD;Intel HD Graphics 500;Windows 10;1.2;36900
541;Asus;ROG Strix;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.3;164900
542;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93;136900
543;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 530;Windows 10;2.2;79741
544;HP;250 G6;Notebook;156;Full HD 1920x1080;Intel Pentium Quad Core N3710 1.6GHz;4;256GB SSD;Intel HD Graphics 405;Windows 10;1.86;39899
545;HP;Omen 15-ce006nv;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.62;179900
546;Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.87;85900
547;Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;139900
548;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.6;73587
549;HP;Envy 13-AB020nr;Ultrabook;133;IPS Panel Quad HD+ 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34;114500
550;Acer;Aspire 7;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;79800
551;Asus;VivoBook X540YA-XX519T;Notebook;156;1366x768;AMD E-Series 7110 1.8GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2;34900
552;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.1;70550
553;Lenovo;ThinkPad E470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.87;78500
554;Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;No OS;2.15;46235
555;HP;250 G6;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.86;39700
556;Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.99;172900
557;Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.2;49900
558;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.9;111699
559;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;269900
560;HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;173;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.65;54415
561;HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63;128000
562;Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500GB HDD;Intel HD Graphics 500;Linux;2;22400
563;Mediacom;SmartBook 130;Notebook;133;IPS Panel Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32GB Flash Storage;Intel HD Graphics;Windows 10;1.35;25500
564;Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8;94900
565;HP;15-bw007nv (A10-9620P/6GB/128GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;6;128GB SSD;AMD Radeon 530;Windows 10;1.91;56890
566;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18;61790
567;Acer;Spin SP111-31;2 in 1 Convertible;116;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 2.0GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.25;34900
568;Lenovo;V330-15IKB (i3-7130U/4GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.05;63000
569;HP;EliteBook 1030;Ultrabook;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y75 1.2GHz;16;512GB SSD;Intel HD Graphics 515;Windows 10;1.16;196500
570;Lenovo;Thinkpad P71;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M620M;Windows 10;3.4;299900
571;Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5;83900
572;Dell;XPS 13;Ultrabook;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;128GB SSD;Intel UHD Graphics 620;Windows 10;1.21;159900
573;Dell;Latitude 5580;Notebook;156;1366x768;Intel Core i5 7300U 2.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.93;95900
574;Fujitsu;Lifebook A557;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.2;73900
575;Lenovo;IdeaPad 320-15IAP;Notebook;156;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 505;Windows 10;2.2;34400
576;Lenovo;ThinkPad L470;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.02;99000
577;HP;ZBook 17;Workstation;173;1600x900;Intel Core i5 7440HQ 2.8GHz;8;500GB HDD;Nvidia Quadro M1200;Windows 10;3.14;186099
578;HP;14-am079na (N3710/8GB/2TB/W10);Notebook;14;1366x768;Intel Pentium Quad Core N3710 1.6GHz;8;2TB HDD;Intel HD Graphics 405;Windows 10;1.94;38900
579;HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;256GB SSD;AMD Radeon 530;Windows 10;1.95;64900
580;Lenovo;Thinkpad E570;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;83000
581;Lenovo;V330-15IKB (i5-8250U/4GB/500GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.05;68500
582;Mediacom;SmartBook 141;Notebook;14;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32GB SSD;Intel HD Graphics;Windows 10;1.4;24900
583;Toshiba;Tecra X40-D-10H;Ultrabook;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.24;186500
584;Lenovo;IdeaPad Y910-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.6;266300
585;MSI;GT73VR Titan;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14;272900
586;Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;AMD Radeon R5 M430;Linux;2.2;74901
587;Mediacom;SmartBook Edge;Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB SSD;Intel HD Graphics 500;Windows 10;1.45;38900
588;Dell;Latitude 5580;Notebook;156;1366x768;Intel Core i5 7300U 2.6GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;1.9;100852
589;HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.49;71900
590;Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93;153739
591;Dell;Chromebook 11;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.26;29500
592;MSI;GT80S 6QE;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.5;234900
593;HP;Omen 17-AN010nv;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.78;149800
594;Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;256GB SSD;Intel HD Graphics 520;Windows 10;1.4;167300
595;Lenovo;Ideapad 320-15IKBR;Notebook;156;Touchscreen 1366x768;Intel Core i7 8550U 1.8GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.2;60900
596;Asus;ROG Strix;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73;177000
597;Asus;TP501UA-CJ131T (i5-7200U/8GB/1TB/W10);2 in 1 Convertible;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.2;73900
598;Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;512GB SSD;AMD Radeon 530;Windows 10;2.2;94900
599;Dell;Inspiron 3179;2 in 1 Convertible;116;Touchscreen 1366x768;Intel Core M 7Y30 1.0GHz;4;128GB SSD;Intel HD Graphics 615;Windows 10;1.39;60300
600;Samsung;Notebook Odyssey;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5;169900
601;Lenovo;V320-17ISK (i3-6006U/4GB/500GB/FHD/No;Notebook;173;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.8;52900
602;Lenovo;IdeaPad 110-15ISK;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.29;45900
603;Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37;202500
604;Lenovo;Thinkpad T470p;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1.7;147400
605;Dell;Latitude 5289;2 in 1 Convertible;125;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34;167000
606;Dell;Precision 3520;Workstation;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M620;Windows 10;2.06;176300
607;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.84;121900
608;HP;ProBook 450;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.1;66848
609;Acer;Aspire 1;Notebook;14;Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.6;32900
610;MSI;Laptop MSI;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.14;219900
611;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Linux;2.18;46500
612;MSI;GS63VR 7RF;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8;229900
613;Toshiba;Tecra Z50-C-144;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.2;139900
614;Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.4;56400
615;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;2;129900
