Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight;Price_euros
Dell;Latitude 7390;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.42kg;184185
Asus;ZenBook Pro;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12;128GB SSD +  1TB HDD;Intel HD Graphics 530;Windows 10;2.06kg;129900
Dell;Latitude E5470;Notebook;14;1366x768;Intel Core i3 6100U 2.3GHz;8;128GB SSD;Intel HD Graphics 520;Windows 10;1.79kg;74000
Dell;Precision M5520;Workstation;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M1200;Windows 10;1.78kg;240800
Lenovo;Thinkpad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;180GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;136400
Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;AMD Radeon 520;Windows 10;2.2kg;67500
Toshiba;Portege X30-D-10J;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;167200
Dell;Inspiron 7570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.16kg;126200
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;58660
HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;128GB SSD;Intel UHD Graphics 620;Windows 10;1.49kg;72600
Chuwi;Lapbook 15,6;Notebook;156;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;64GB Flash Storage;Intel HD Graphics;Windows 10;1.89kg;24890
Lenovo;ThinkPad E570;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;56500
Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.75kg;104900
Dell;Precision 3520;Workstation;156;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro M620;Windows 10;2.17kg;233800
Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;189900
Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;179800
Asus;Zenbook UX390UA;Ultrabook;125;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;0.91kg;195000
Lenovo;Thinkpad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.3kg;101199
Toshiba;Portege X30-D-10L;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;32;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;279900
Asus;VivoBook Pro;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1.99kg;135000
Acer;Aspire 5;Notebook;156;1366x768;AMD A10-Series 9620P 2.5GHz;8;1TB HDD;AMD Radeon RX 540;Windows 10;2.2kg;57900
Asus;Rog G752VL-UH71T;Gaming;173;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24;256GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;4.33kg;126900
Lenovo;Thinkpad X260;Ultrabook;125;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;109900
Lenovo;Ideapad 520-15IKBR;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.17kg;89890
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;1TB SSD;Intel HD Graphics 620;Windows 10;1.48kg;174900
Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;94900
Lenovo;ThinkPad L570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3kg;91100
Asus;VivoBook E201NA;Netbook;116;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;64GB Flash Storage;Intel HD Graphics 500;Windows 10 S;1.2kg;34000
HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;61899
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.4kg;159900
Lenovo;IdeaPad 320-14IAP;Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500GB HDD;Intel HD Graphics 500;Windows 10;2.1kg;29900
Lenovo;Chromebook N23;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB SSD;Intel HD Graphics 400;Chrome OS;1.25kg;26500
Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;94900
Asus;ZenBook UX510UX-CN211T;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2kg;122400
Acer;Aspire A515-51G-59QF;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;1TB HDD;Nvidia GeForce MX150;Windows 10;2.2kg;61300
HP;Envy 13-AB002nv;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;132300
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;114900
Dell;XPS 13;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;89900
Acer;Aspire A515-51G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500GB HDD;Nvidia GeForce 940MX;Windows 10;2.2kg;63900
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;83600
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2kg;121924
Xiaomi;Mi Notebook;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD;Nvidia GeForce MX150;No OS;1.95kg;139995
Asus;VivoBook E12;Netbook;116;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.1kg;24500
HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;156;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4;1TB HDD;Intel UHD Graphics 620;Windows 10;2.04kg;52147
Asus;ROG Zephyrus;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;24;512GB SSD;Nvidia GeForce GTX1080;Windows 10;2.24kg;296800
HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04kg;88900
Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX1050 Ti;Windows 10;3kg;150400
Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;139900
HP;Spectre X360;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;139900
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.64kg;127973
HP;ProBook 440;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.63kg;68900
Dell;Inspiron 5770;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8kg;88900
Lenovo;ThinkPad L470;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;2.02kg;134000
Lenovo;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.2kg;79900
Lenovo;IdeaPad 320-15ISK;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;8;2TB HDD;Nvidia GeForce 920MX ;No OS;2.2kg;45900
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon R5 M430;Windows 10;2.3kg;58500
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;137700
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;301277
Toshiba;Satellite Pro;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;2.0kg;86000
Asus;Zenbook UX510UW-FI095T;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2kg;129900
Mediacom;SmartBook Edge;Notebook;133;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB SSD;Intel HD Graphics 500;Windows 10;1.2kg;36900
Asus;ROG Strix;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.3kg;164900
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93kg;136900
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;79741
HP;250 G6;Notebook;156;Full HD 1920x1080;Intel Pentium Quad Core N3710 1.6GHz;4;256GB SSD;Intel HD Graphics 405;Windows 10;1.86kg;39899
HP;Omen 15-ce006nv;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.62kg;179900
Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.87kg;85900
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2kg;139900
Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.6kg;73587
HP;Envy 13-AB020nr;Ultrabook;133;IPS Panel Quad HD+ 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;114500
Acer;Aspire 7;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4kg;79800
Asus;VivoBook X540YA-XX519T;Notebook;156;1366x768;AMD E-Series 7110 1.8GHz;4;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2kg;34900
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.1kg;70550
Lenovo;ThinkPad E470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.87kg;78500
Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;No OS;2.15kg;46235
HP;250 G6;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.86kg;39700
Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.99kg;172900
Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;49900
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;111699
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;269900
HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;173;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.65kg;54415
HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63kg;128000
Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500GB HDD;Intel HD Graphics 500;Linux;2kg;22400
Mediacom;SmartBook 130;Notebook;133;IPS Panel Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32GB Flash Storage;Intel HD Graphics;Windows 10;1.35kg;25500
Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8kg;94900
HP;15-bw007nv (A10-9620P/6GB/128GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;6;128GB SSD;AMD Radeon 530;Windows 10;1.91kg;56890
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18kg;61790
Acer;Spin SP111-31;2 in 1 Convertible;116;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 2.0GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.25kg;34900
Lenovo;V330-15IKB (i3-7130U/4GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.05kg;63000
HP;EliteBook 1030;Ultrabook;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y75 1.2GHz;16;512GB SSD;Intel HD Graphics 515;Windows 10;1.16kg;196500
Lenovo;Thinkpad P71;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M620M;Windows 10;3.4kg;299900
Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5kg;83900
Dell;XPS 13;Ultrabook;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;128GB SSD;Intel UHD Graphics 620;Windows 10;1.21kg;159900
Dell;Latitude 5580;Notebook;156;1366x768;Intel Core i5 7300U 2.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.93kg;95900
Fujitsu;Lifebook A557;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.2kg;73900
Lenovo;IdeaPad 320-15IAP;Notebook;156;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 505;Windows 10;2.2kg;34400
Lenovo;ThinkPad L470;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.02kg;99000
HP;ZBook 17;Workstation;173;1600x900;Intel Core i5 7440HQ 2.8GHz;8;500GB HDD;Nvidia Quadro M1200;Windows 10;3.14kg;186099
HP;14-am079na (N3710/8GB/2TB/W10);Notebook;14;1366x768;Intel Pentium Quad Core N3710 1.6GHz;8;2TB HDD;Intel HD Graphics 405;Windows 10;1.94kg;38900
HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;256GB SSD;AMD Radeon 530;Windows 10;1.95kg;64900
Lenovo;Thinkpad E570;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3kg;83000
Lenovo;V330-15IKB (i5-8250U/4GB/500GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.05kg;68500
Mediacom;SmartBook 141;Notebook;14;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32GB SSD;Intel HD Graphics;Windows 10;1.4kg;24900
Toshiba;Tecra X40-D-10H;Ultrabook;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.24kg;186500
Lenovo;IdeaPad Y910-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.6kg;266300
MSI;GT73VR Titan;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14kg;272900
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;AMD Radeon R5 M430;Linux;2.2kg;74901
Mediacom;SmartBook Edge;Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB SSD;Intel HD Graphics 500;Windows 10;1.45kg;38900
Dell;Latitude 5580;Notebook;156;1366x768;Intel Core i5 7300U 2.6GHz;8;500GB HDD;Intel HD Graphics 620;Windows 10;1.9kg;100852
HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.49kg;71900
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93kg;153739
Dell;Chromebook 11;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.26kg;29500
MSI;GT80S 6QE;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.5kg;234900
HP;Omen 17-AN010nv;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.78kg;149800
Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;256GB SSD;Intel HD Graphics 520;Windows 10;1.4kg;167300
Lenovo;Ideapad 320-15IKBR;Notebook;156;Touchscreen 1366x768;Intel Core i7 8550U 1.8GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.2kg;60900
Asus;ROG Strix;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73kg;177000
Asus;TP501UA-CJ131T (i5-7200U/8GB/1TB/W10);2 in 1 Convertible;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.2kg;73900
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;512GB SSD;AMD Radeon 530;Windows 10;2.2kg;94900
Dell;Inspiron 3179;2 in 1 Convertible;116;Touchscreen 1366x768;Intel Core M 7Y30 1.0GHz;4;128GB SSD;Intel HD Graphics 615;Windows 10;1.39kg;60300
Samsung;Notebook Odyssey;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5kg;169900
Lenovo;V320-17ISK (i3-6006U/4GB/500GB/FHD/No;Notebook;173;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.8kg;52900
Lenovo;IdeaPad 110-15ISK;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.29kg;45900
Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;202500
Lenovo;Thinkpad T470p;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1.7kg;147400
Dell;Latitude 5289;2 in 1 Convertible;125;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;167000
Dell;Precision 3520;Workstation;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M620;Windows 10;2.06kg;176300
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;121900
HP;ProBook 450;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.1kg;66848
Acer;Aspire 1;Notebook;14;Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.6kg;32900
MSI;Laptop MSI;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.14kg;219900
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Linux;2.18kg;46500
MSI;GS63VR 7RF;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8kg;229900
Toshiba;Tecra Z50-C-144;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;139900
Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.4kg;56400
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;2kg;129900
Acer;Swift SF114-31-P5HY;Notebook;14;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;128GB Flash Storage;Intel HD Graphics 405;Windows 10;1.6kg;34900
Lenovo;Thinkpad P51;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel Xeon E3-1535M v6 3.1GHz;32;1TB SSD;Nvidia Quadro M2200M;Windows 10;2.5kg;489900
Dell;Inspiron 7559;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.59kg;87901
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.18kg;44390
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.25kg;35900
Dell;Latitude 5580;Notebook;156;1366x768;Intel Core i5 7300U 2.6GHz;4;500GB HDD;Intel HD Graphics 620;Linux;1.93kg;86900
Asus;FX753VD-GC007T (i7-7700HQ/8GB/1TB;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3kg;116800
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;AMD Radeon R5 M420;Linux;2.18kg;56900
HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;138900
MSI;GT62VR 7RE;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.94kg;226786
Acer;CB5-132T-C9KK (N3160/4GB/32GB/Chrome;2 in 1 Convertible;116;IPS Panel Touchscreen 1366x768;Intel Celeron Quad Core N3160 1.6GHz;4;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25kg;37900
HP;ProBook 650;Notebook;14;1366x768;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.31kg;112400
